,日期,標題,內容,讚數
0,2021/05/21 11:13,"聯電, 華邦電, 友達, 群創, 彩晶",群創友達聯電華邦電金牌密令之不到黃河心不死！唉呦啊！外資法人主力大戶越賣越多，人人有獎，快樂散戶買群創友達彩晶，就是這麼樸華無實，群創的快樂散戶就是比友達的快樂散戶快樂，有空單的今天可以補低一點，今日融券放空當沖為宜，不貪才能賺到，賺到就是贏，追蹤我不定時分析粉絲們去按讚,"1,432"
1,2021/05/21 11:38,加權指數,公司：您好，我們這裡是投資顧問公司專門提供各產業的資訊與分析您有興趣學投資嗎？凱瑞：我是個搞笑藝人，搞笑都搞不好了是要學什麼投資？？公司：.......你可以考慮我們的分析報告啊！凱瑞：我的投資是小英阿姨幫我處理的我沒在管！（掛電話）,918
2,2021/05/21 12:01,"台積電, 聯發科, 長榮, 陽明, 加權指數",電話響起)外資: 喂 不魯 好久不見 最近如何?不魯: yo 最近不..外資:打斷) 你怎麼看今天大漲? 今天反彈什麼?不魯:喔..就之前疫情恐慌殺過頭了巴 慢慢彈阿 阿你最近如..外資: 打斷) 不是巴 今天大漲一定有個理由阿 是不是確診人數遽降??!不魯: 不是巴 我不知道阿 情緒巴... 你先說你最近..外資: 打斷) 還是最近電子業又接到急單? 沒有庫存疑慮了?!不魯: 乾! 放棄)  對啦 台灣確診人數聽說過一晚全數康復了 病毒消失了啦!! (不耐煩外資: 後 你早說嘛 我就知道一定有原因 對了你剛說最近怎樣? 喂 喂?(嘟嘟-----(電話已被不魯分解加權指數(TWA00),"1,314"
3,2021/05/21 11:20,"長榮, 陽明, 萬海, 台耀, 高端疫苗",台股危險期已過？報復性反彈時刻曝　專家教3大挑股法台股昨（20）日高檔震盪，在10點過後，指數開始下跌，盤中一度大跌近200點，指數最低來到15943點。終盤下跌90.30點，跌幅0.56%，收在16042.36點，險守萬六大關。永誠國際投顧分析師許豐祿表示，台股到了六月初就會開始公告五月營收，只要是亮麗的成績，「報復性反彈」就會到來。大盤如今已經度過最危險的時間，但技術線型上，會在季線與16000點之間來回震盪，底部應該是已經出現了，那就是15159點，因為波段的滿足點，下跌是14.4%，一根長紅K帶上來之後，就會在這附近進行來回震盪整理。目前市場上擔憂的，國內是「疫情」，因為疫情還未確定抵達高峰，台灣也才剛剛升為三級警戒，這些會影響短期市場的信心。國外的因素則是「通膨」，有幾個重要的原因，一是美國對中國的進口關稅，二是新冠肺炎肆虐印度淪陷，印度許多民生用品出口也停滯，導致物價開始上漲。現在全球經濟在復甦、購買力在增強，且美元弱勢的情況下，要知道大宗物資都是以美元做計價，所以原料成本上升，所以東西當然會變貴。那解決的方法也有，只要美國願意降低對中國的進口關稅，對歐洲的鋼鋁關稅降低，未來大宗物資以及來自中國的商品價格自然下降，通膨就可望獲得紓解，股市自然能夠繼續向上發展。推薦個股：陽明（2609）、長榮（2603）、萬海（2615）高端疫苗（6547）台耀（4746）對於當下局面該如果操作？該如何找切入點？該如何上車？ https://bit.ly/3eC8WJn 需要建議的點即可 連結我會提供大家一個好的買入點和賣出點。也會分享一些飆股給大家。大家一起抱團取暖！ 許豐祿表示，台股如今處在一個最好的時機，短期之內有疫情的風暴，但是只要這兩週挺過去，就是生龍活虎了。五月份會比較辛苦，又面臨報稅的季節，但到了六月初就會開始公告五月營收，只要是亮麗的成績，「報復性反彈」就會到來。此時就要去找誰是最好的優勢概念股，有幾個挑選條件，那就是「跌深、獲利好、長期展望好」。  ●超值電子股－IC設計雖然面板驅動IC遭外資調降評等，可是IC設計廠天鈺（4961）第一季就賺4.78元，贏過去年全年，4月每股淨利為2.88元，如果以現在的架構來看，市場預估到年底可望挑戰20～25元，所以現在本益比還不算太高。另外，記憶體IC設計廠晶豪科（3006）昨,352
4,2021/05/21 10:27,"長榮, 嘉里大榮, 陽明, 萬海, 加權指數",不魯操作邏輯 - 天生悲觀 天生反骨?!(反彈第一天買海運就放風箏的不魯金融圈: 聽說貨櫃下半年就抱價就會趨緩!傘1: 聽說大戶都在賣了! 快跑啊傘2: 每天這樣洗我根本抱不住啊!第四台分西獅:這籌碼很亂!路人甲: 後小心你被大戶到貨!不魯: 攤開報紙) 乾! 文盲? 蝦子? 為什麼我看到的都是正面的?!! 放風箏囉掰!!! (飛走加權指數(TWA00),"1,240"
5,2021/05/21 10:47,"友達, 群創",觀察一個小時的盤勢開高走低而且一路瘋狂摜壓壓股價不斷有大筆賣單丟出來很明顯就是為了打壓股價估計又是借券禿鷹藉由新聞又在操弄漲價幅度及所謂反轉非常可笑為了打壓無所不用其極跟去年10月～11月一樣短短一個月借券賣出放空大增幾十萬張友達這次從4/29開始連續三週借券大幅增加連續增加14個交易日累計約22萬張跟去年10-11月借券大幅增加幾乎一樣的情況以上資訊僅供參考,584
6,2021/05/21 10:10,"聯電, 華邦電, 友達, 群創, 彩晶",群創友達聯電華邦電新世代e世代的快樂散戶真的很強，敢買，敢拼，敢沖，真的佩服，50～70歲的看過大家樂時代股市的股民，大多比較保守怕輸錢，恭喜今天空在最高點的老粉絲們，厲害了，今天最高點認售權證撿到115張，不是我不買，是自營商不掛委賣單，其他散戶沒人願意賣我，今天終於買到空單了，整整五天都沒散戶自營商賣我，我買到了，自營商又不掛委賣單，表示這週自營商看的很空，（權證高手才看的懂我說什麼），我只是舉例說明，老粉絲們不能玩權證，會輸光光的，我不會，我只負責贏錢，打平就很嘔的，外資法人主力大戶倒貨中！追蹤我不定時分析粉絲去按讚,"1,507"
7,2021/05/21 09:04,"台聚, 大亞, 宏泰, 明泰, 潤泰新",🚩🚩🚩請拿出你的紅旗🚩🚩🚩幫自己加油。幫《發財1哥概念股》9支股票加油！累積正能量一起賺大錢、發大財！大家努力搖動紅旗🚩🚩🚩，把所有的股票都搖到漲起來，搖到紅通通。《發財1哥概念股》9支股票如下：宏泰、漢翔、台聚、明泰、華廣、大亞、隆大、永豐金、潤泰新。,"1,532"
8,2021/05/21 10:59,聯合再生,沒事玩玩自己的收藏~~~近千年宋朝銀繕老盞~~~正圓平藍兔毫點茶碗~~~釉面潤澤壓手感十足~~~恬淡雅緻、思古幽情~~~,429
9,2021/05/21 08:20,鴻海,未來5天，每個人都要成為阻斷covid-19傳播鏈的關鍵指揮中心5月15日起至5月28日提升雙北地區疫情警戒至第三級，加嚴、加大全國相關限制措施，嚴守社區防線，從雙北升級三級警戒第六天了，有一些不懂流行病傳染的人會覺得這幾天的確診數目沒有下降，是不是沒有效，其實防疫不會沒有效，因為新型冠狀病毒潛伏期介乎2至10天，但可長達14天，平均為7天，連續一周會有一個穩定的病例發生，這是正常的，這還是因為之前我們放鬆時潛伏期發病的，所以很多專家說下星期才是關鍵，因為下星期過了平均的7天，有沒有成效，下星期就該看出來，所謂的三級是阻斷傳播，但同住的家人會被傳染的機率相對也是大，如果被傳染後兩三天就會有傳染力，還應該再加個三天，這是已經被感染在潛伏期家人被傳染的量。這看到有人這幾天看到確診病例還是幾百例就在那崩潰，其實這是大家預料中的事，不會是什麼令人驚訝的事，全台升三級僅兩天，大家可以看到別的縣市有一些確診，全台是不是有成效要看到下下星期一左右，covid-19發生已經一年半了，全國防疫已經很有經驗，只要戴口罩，勤洗手，尊守社交距離，減少人員移動及群聚，這一定是能有效的減少傳染速度，加上目前全球已經有疫苗，情況不再像一開始那樣令人絕望，目前台灣在防疫可以多管齊下，防堵的效果當然會更好一點。目前觀察全台的情況，九成以上的人還是很尊守規矩，但有一些少部份被動的人，那些人會是一些隱憂，但目前已經有法令可以開罰，所以問題也不大，昨天有幾十萬劑的疫苗進到台灣，第一線的醫護，警消，高風險的會先施打，這些人在防疫第一線，他們打了，第一可以保護自己，也是可以保護一般人，他們會接觸很多確診及沒有確診的人，如果沒有很大風險的人和他們搶著打疫苗，他們要是不小心確診了，只是會造成傳染率的升高。當大家心中有這樣的概念後，你就不會恐慌，這和股市的道理是一模一樣的，大部份在股市中的恐慌是來自己無知，每天在那自己嚇自己，每天內心戲一堆，如果把恐慌、盯盤的時間拿來了解股市的運行，事件發生的情況，當你有深入了解後，你就不會再恐慌，台灣的防疫我相信會成功，原因是台灣中沒有兩股勢力，一股是反對戴口罩，另一股是讚成戴口罩，當初美國一直控制不下來，那是因為有人就是死不戴，法令也不強制規定戴口罩，巴西失控是因為總統一付就是不在乎，自己都不戴口罩，印度是因為醫療缺乏，人民及政府沒有防疫觀念，而且政府太過貪腐，這些失控的國家的特點就是不團結，有很多股勢力在角逐，台灣就我所觀察的，全部的人都是看法一致，全力的投入防疫，這樣的防疫會成功的機率就是相當的大。過去年一年我觀察了很多國的防疫策略，哪一些會成功，哪一些會失敗，我一看就能猜出一二，以目前我觀察到台灣的防疫策略、強度及人民配合的情況，我認為疫情不會失控的機率非常的大，當然啦，這也是要靠接下來幾周大家的努力，目前只要把疫情控制下來，然後加速疫苗的施打，這一波台灣的疫情危機就能解除，如果最嚴重的事發生，那就是適者生存，強壯的人留下來，弱者淘汰，公司經營也是如此，鴻海的競爭力是很強的，如果疫情失控，很多中小型企業會倒閉，但對鴻海來說，就是小菜一碟，鴻海在全球都有佈局，除了台灣外，很多亞州，歐美之前都失控過，鴻海還是活的好好的，最近一季獲利還呈現創新高的局面，所以台灣疫情能被控制下來的機率非常的大，就算真的失控，對於鴻海來說，也不會有太大的影響，所以你持有鴻海時，非理性是沒有必要的，現在是佈局的好時機，絕對不會是賣股票的時機。最近幾天關鍵期，大家還是要努力一下，為台灣加油~,"1,671"
